sequence,batch_code,batch_no,sheet_code,sheet_no,sheet_position,sheet_slot,character_id,filename_png,name,epithet,role,role_display,anime_type,anime_type_display,visible_genre_1,visible_genre_1_display,visible_genre_2,visible_genre_2_display,hidden_genre,hidden_genre_display,overt_hook,hidden_background_hint,coverage_edges_this_member,concept_brief
435,B05,5,S44,44,R1C5,5,g30_villain_shonen_045,g30_villain_shonen_045.png,Hana Diallo,The Beast Underworld Blade Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,samurai,Samurai,A fearless villain concept that overtly sells Monster Taming x Crime.,"paper screens, mon crests, lacquer, falling maple leaves",crime+monster_taming | crime+samurai | monster_taming+samurai,"A dangerous antagonist with a forceful silhouette and clear threat language. Battle-ready demon character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: paper screens, mon crests, lacquer, falling maple leaves. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
436,B05,5,S44,44,R2C1,6,g30_villain_shonen_046,g30_villain_shonen_046.png,Haru Diallo,The Titan Abyss Blade Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,samurai,Samurai,A scrappy villain concept that overtly sells Kaiju x Cosmic Horror.,"paper screens, mon crests, lacquer, falling maple leaves",cosmic_horror+kaiju | cosmic_horror+samurai | kaiju+samurai,"A dangerous antagonist with a forceful silhouette and clear threat language. Driven djiin-twisted figure character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: paper screens, mon crests, lacquer, falling maple leaves. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
437,B05,5,S44,44,R2C2,7,g30_villain_shonen_047,g30_villain_shonen_047.png,Idris Diallo,The Beast Underworld Shadow Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,shinobi,Shinobi,A heroic villain concept that overtly sells Monster Taming x Crime.,"moonlit rooftops, smoke bombs, hidden blades, bamboo",crime+monster_taming | crime+shinobi | monster_taming+shinobi,"A dangerous antagonist with a forceful silhouette and clear threat language. Fearless monstrous humanoid character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: moonlit rooftops, smoke bombs, hidden blades, bamboo. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
438,B05,5,S44,44,R2C3,8,g30_villain_shonen_048,g30_villain_shonen_048.png,Imani Diallo,The Titan Abyss Shadow Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,shinobi,Shinobi,A hot-blooded villain concept that overtly sells Kaiju x Cosmic Horror.,"moonlit rooftops, smoke bombs, hidden blades, bamboo",cosmic_horror+kaiju | cosmic_horror+shinobi | kaiju+shinobi,"A dangerous antagonist with a forceful silhouette and clear threat language. Scrappy human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: moonlit rooftops, smoke bombs, hidden blades, bamboo. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
439,B05,5,S44,44,R2C4,9,g30_villain_shonen_049,g30_villain_shonen_049.png,Jae Diallo,The Beast Underworld Blood Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,vampire,Vampire,A resolute villain concept that overtly sells Monster Taming x Crime.,"crimson moonlight, gothic windows, candelabras, coffin motifs",crime+monster_taming | crime+vampire | monster_taming+vampire,"A dangerous antagonist with a forceful silhouette and clear threat language. Heroic dread creature character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: crimson moonlight, gothic windows, candelabras, coffin motifs. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
440,B05,5,S44,44,R2C5,10,g30_villain_shonen_050,g30_villain_shonen_050.png,Jin Diallo,The Titan Abyss Blood Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,vampire,Vampire,A kinetic villain concept that overtly sells Kaiju x Cosmic Horror.,"crimson moonlight, gothic windows, candelabras, coffin motifs",cosmic_horror+kaiju | cosmic_horror+vampire | kaiju+vampire,"A dangerous antagonist with a forceful silhouette and clear threat language. Hot-blooded demon character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: crimson moonlight, gothic windows, candelabras, coffin motifs. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
441,B05,5,S45,45,R1C1,1,g30_villain_shonen_051,g30_villain_shonen_051.png,Kael Diallo,The Beast Underworld Ruin Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,grimdark,Grimdark,A battle-ready villain concept that overtly sells Monster Taming x Crime.,"war-torn ruins, infernal haze, chains, blackened armor",crime+grimdark | crime+monster_taming | grimdark+monster_taming,"A dangerous antagonist with a forceful silhouette and clear threat language. Resolute djiin-twisted figure character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: war-torn ruins, infernal haze, chains, blackened armor. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
442,B05,5,S45,45,R1C2,2,g30_villain_shonen_052,g30_villain_shonen_052.png,Kira Diallo,The Titan Abyss Ruin Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,grimdark,Grimdark,A driven villain concept that overtly sells Kaiju x Cosmic Horror.,"war-torn ruins, infernal haze, chains, blackened armor",cosmic_horror+grimdark | cosmic_horror+kaiju | grimdark+kaiju,"A dangerous antagonist with a forceful silhouette and clear threat language. Kinetic monstrous humanoid character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: war-torn ruins, infernal haze, chains, blackened armor. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
443,B05,5,S45,45,R1C3,3,g30_villain_shonen_053,g30_villain_shonen_053.png,Leila Diallo,The Gear Portal Beast Nemesis,villain,Villain,shonen,Shonen,mecha,Mecha,isekai,Isekai,monster_taming,Monster Taming,A fearless villain concept that overtly sells Mecha x Isekai.,"creature dens, hatcheries, capture tags, feeding bowls",isekai+monster_taming | mecha+monster_taming,"A dangerous antagonist with a forceful silhouette and clear threat language. Battle-ready human character blending Mecha-driven styling with Isekai-driven styling. Subtle background hint only: creature dens, hatcheries, capture tags, feeding bowls. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
444,B05,5,S45,45,R1C4,4,g30_villain_shonen_054,g30_villain_shonen_054.png,Lina Diallo,The Hearth Terror Dune Nemesis,villain,Villain,shonen,Shonen,slice,Slice of Life,horror,Horror,arabia,Arabia,A scrappy villain concept that overtly sells Slice of Life x Horror.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+horror | arabia+slice,"A dangerous antagonist with a forceful silhouette and clear threat language. Driven dread creature character blending Slice of Life-driven styling with Horror-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
445,B05,5,S45,45,R1C5,5,g30_villain_shonen_055,g30_villain_shonen_055.png,Lucan Diallo,The Heart Arena Dune Nemesis,villain,Villain,shonen,Shonen,romance,Romance,sports,Sports,arabia,Arabia,A heroic villain concept that overtly sells Romance x Sports.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+romance | arabia+sports,"A dangerous antagonist with a forceful silhouette and clear threat language. Fearless demon character blending Romance-driven styling with Sports-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
446,B05,5,S45,45,R2C1,6,g30_villain_shonen_056,g30_villain_shonen_056.png,Mara Diallo,The Neon Realm Dune Nemesis,villain,Villain,shonen,Shonen,cyber,Cyber,fantasy,Fantasy,arabia,Arabia,A hot-blooded villain concept that overtly sells Cyber x Fantasy.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+cyber | arabia+fantasy,"A dangerous antagonist with a forceful silhouette and clear threat language. Scrappy djiin-twisted figure character blending Cyber-driven styling with Fantasy-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
447,B05,5,S45,45,R2C2,7,g30_villain_shonen_057,g30_villain_shonen_057.png,Mika Diallo,The Stage Cipher Dune Nemesis,villain,Villain,shonen,Shonen,idol,Idol,mystery,Mystery,arabia,Arabia,A resolute villain concept that overtly sells Idol x Mystery.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+idol | arabia+mystery,"A dangerous antagonist with a forceful silhouette and clear threat language. Heroic monstrous humanoid character blending Idol-driven styling with Mystery-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
448,B05,5,S45,45,R2C3,8,g30_villain_shonen_058,g30_villain_shonen_058.png,Mina Diallo,The Mirth Kitchen Dune Nemesis,villain,Villain,shonen,Shonen,comedy,Comedy,cooking,Cooking,arabia,Arabia,A kinetic villain concept that overtly sells Comedy x Cooking.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+comedy | arabia+cooking,"A dangerous antagonist with a forceful silhouette and clear threat language. Hot-blooded human character blending Comedy-driven styling with Cooking-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
449,B05,5,S45,45,R2C4,9,g30_villain_shonen_059,g30_villain_shonen_059.png,Nadia Diallo,The Command Spirit Dune Nemesis,villain,Villain,shonen,Shonen,military,Military,supernatural,Supernatural,arabia,Arabia,A battle-ready villain concept that overtly sells Military x Supernatural.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+military | arabia+supernatural,"A dangerous antagonist with a forceful silhouette and clear threat language. Resolute dread creature character blending Military-driven styling with Supernatural-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
450,B05,5,S45,45,R2C5,10,g30_villain_shonen_060,g30_villain_shonen_060.png,Nao Diallo,The Void Charm Dune Nemesis,villain,Villain,shonen,Shonen,space,Space,magical,Magical,arabia,Arabia,A driven villain concept that overtly sells Space x Magical.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+magical | arabia+space,"A dangerous antagonist with a forceful silhouette and clear threat language. Kinetic demon character blending Space-driven styling with Magical-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
